id,lat,lng
b607137034,40.43152896,-86.91214102
b607137035,40.431630760000004,-86.9118368
b607137046,40.432100459999994,-86.91263978
b607137047,40.432104620000004,-86.91247092
b607137048,40.43211246,-86.91231914
b607137049,40.43214484,-86.91214036
b607137050,40.43213432,-86.91197818
b607137051,40.43212998,-86.91183766
b671108496,40.42609608461539,-86.90928595384617
b671108497,40.42598525384616,-86.90861883846154
b673008951,40.44149612,-86.90476912
b673008956,40.43977768,-86.90347092000002
b673008957,40.4398336,-86.90296901428573
b673008960,40.4397654,-86.90271906000001
b673008962,40.43945526,-86.9031215
b673008965,40.43970452000001,-86.90163220000001
b673013634,40.43650798,-86.90034884
b673013647,40.42819608,-86.89244527999999
b675026300,40.42037634,-86.89167774
b675026301,40.42046684,-86.89169908
b675026302,40.42062023076923,-86.89165270769232
b675026303,40.420466614285715,-86.8934657
b675530160,40.4205576,-86.89237464
b675530163,40.42071813636363,-86.89211350000001
b675530166,40.420767489999996,-86.89267592
b675530189,40.42165834,-86.89345535999999
b675530191,40.4214669,-86.89346672
b675530195,40.421673857142856,-86.89241955714286
b675530198,40.421654777777775,-86.89229574444443
b675530201,40.4216941,-86.89211762857143
b675530204,40.42154162222222,-86.89214914444443
b675530224,40.420462979999996,-86.89414325999999
b675530230,40.4202399,-86.893427775
b675530232,40.42111538,-86.89350592000001
b675530234,40.42122116666667,-86.89266649999999
b675530236,40.42147442307692,-86.8927551923077
b675530239,40.421214642857144,-86.89231974285714
b675530245,40.42153341111111,-86.89158998888888
b675530248,40.42169708,-86.8914852
b675530250,40.42166824545455,-86.89113698181819
b675530252,40.42083911111111,-86.89166217777777
b675530254,40.42081841428571,-86.89138155714285
b675530257,40.42073744,-86.89154292
b684692081,40.4291796,-86.91014608571427
b684692089,40.432618479999995,-86.90841062
b693623661,40.42751392727273,-86.91885750000002
b693624339,40.42151573734938,-86.9236631060241
b764679345,40.42615,-86.90529572
b764679346,40.42586868000001,-86.90530591999999
b772742586,40.44494194782607,-86.91238112826088
b803755067,40.423654030769235,-86.92705816923078
b843163261,40.422441047619046,-86.90620282380954
b859157050,40.42558407777776,-86.92322096222223
b860684560,40.423126939999996,-86.90158924
b860684567,40.42164208333333,-86.89989555999999
b860777066,40.42082763999999,-86.9019145
b860784152,40.42239920000001,-86.90050332000001
b860808220,40.42190047142857,-86.90809392857143
b860822250,40.42746614074075,-86.91148772962961
b860826640,40.426465199999996,-86.90923554000001
b860826641,40.4267064,-86.90952835714288
b860826642,40.426954890909094,-86.90962688181818
b860826643,40.42671168888889,-86.91005283333334
b860826644,40.426084487999994,-86.907808932
b860840032,40.43726615999999,-86.89899516
b860840033,40.437175460000006,-86.89851638
b860840034,40.43761475,-86.8989432
b860841157,40.43545728888889,-86.89718096666667
b860841158,40.435095544444444,-86.89836717777779
b860841159,40.43529825454545,-86.8986040909091
b860841160,40.4354725,-86.8987697857143
b860841161,40.43558486666666,-86.89890115555558
b860841162,40.435753166666665,-86.89893334444444
b860841163,40.43596406,-86.89906627999999
b860841164,40.43614122857144,-86.899109
b860841165,40.436762800000004,-86.89906914285714
b860841166,40.436783379999994,-86.89882961999999
b860866650,40.43930644,-86.91830543333332
b860866651,40.439293219999996,-86.9185363
b860896153,40.4315277,-86.91199654
b860901797,40.42782000999999,-86.90854014
b860901801,40.427788199999995,-86.90779834
b860901802,40.42782722,-86.90730164
b860901803,40.42735225714286,-86.90852552857143
b860901804,40.4282471,-86.90906657142855
b860901805,40.42830616,-86.90906934
b860901806,40.428305,-86.90920753999998
b860901807,40.42822793333333,-86.9085938
b860901808,40.428134813333344,-86.90991334
b860901809,40.428270128571434,-86.90960767142857
b860901810,40.42782486363636,-86.90938762727272
b860901811,40.42782676,-86.909527
b860901812,40.42782462,-86.90963291999999
b860903225,40.42635216,-86.90898118
b860903226,40.426371847058824,-86.90843697058824
b860903227,40.42655594,-86.90861144
b860903228,40.42654367333333,-86.90843684
b860903229,40.426966400000005,-86.90849594
b860903232,40.42729998,-86.90927767999999
b860903238,40.4274267,-86.90884154
b860910541,40.425985957142856,-86.90737951428572
b860910542,40.4264853,-86.90748502
b860910543,40.42647554,-86.90717826
b860910544,40.42596372,-86.90675022
b860910545,40.42595012,-86.90651449999999
b860910546,40.42603458,-86.90596566
b860910547,40.42644217142857,-86.90676944285713
b860910548,40.42647873999999,-86.90658476
b860910549,40.426464700000004,-86.9064413153846
b860910550,40.42639026,-86.90620034
